N,P,K,Temperature,Humidity,pH,Rainfall,Crop,Mixed_Crops,Organic_Fertilizer,Biopesticide,Agroforestry_Tree
138,117,83,16.8,79.1,8.1,1117.1,kidneybeans,Beans+Maize,Bio-slurry,Trichoderma,Subabul
121,19,41,23.3,51.1,7.3,1062.8,rice,Rice+Sesbania,Bio-slurry,Beauveria Bassiana,Gliricidia
84,7,12,35.8,54.9,4.5,308.7,orange,Orange+Spices,Forest Leaf Compost,Neem Oil,Gliricidia
48,73,191,38.0,68.7,7.1,210.7,cotton,Cotton+Turmeric,Forest Leaf Compost,Trichoderma,Subabul
133,108,118,16.8,65.5,4.9,558.3,lentil,Lentil+Mustard,Vermicompost,Bt Spray,Neem
11,88,85,37.7,38.4,5.0,1552.8,jute,Jute+Rice,Forest Leaf Compost,Garlic-Chili Extract,Acacia
125,19,138,29.0,42.1,8.2,599.0,pomegranate,Pomegranate+Marigold,Neem Cake,Beauveria Bassiana,Casuarina
63,9,105,17.6,85.5,8.1,1485.1,watermelon,Watermelon+Maize,Bio-slurry,Neem Oil,Sesbania
48,27,99,28.2,74.8,5.4,1542.5,coconut,Coconut+Pineapple,Green Manure,Beauveria Bassiana,Acacia
41,66,8,21.4,49.3,5.5,1937.0,rice,Rice+Sesbania,Vermicompost,Bt Spray,Acacia
45,30,172,28.6,36.1,6.7,1886.0,grapes,Grapes+Legumes,Jeevamrutha,Neem + Soap,Sesbania
107,64,153,21.5,65.7,6.4,1862.8,grapes,Grapes+Legumes,Jeevamrutha,Garlic-Chili Extract,Leucaena
30,5,96,39.8,50.9,7.6,1683.4,mungbean,Mungbean+Sorghum,Green Manure,Neem Oil,Subabul
139,11,60,16.4,87.9,5.3,1124.4,watermelon,Watermelon+Maize,Forest Leaf Compost,Neem + Soap,Neem
112,69,61,25.4,43.8,5.9,232.1,lentil,Lentil+Mustard,Green Manure,Bt Spray,Subabul
123,108,45,15.8,39.3,5.9,898.8,grapes,Grapes+Legumes,Bio-slurry,Trichoderma,Neem
89,52,69,22.8,89.8,6.0,223.8,pigeonpeas,Pigeon Pea+Millet,Forest Leaf Compost,Bt Spray,Sesbania
116,92,51,28.3,32.9,7.2,1404.3,coconut,Coconut+Pineapple,Forest Leaf Compost,Neem + Soap,Drumstick
44,42,187,25.8,53.4,5.1,1802.3,maize,Maize+Beans,Vermicompost,Beauveria Bassiana,Subabul
16,9,58,24.6,61.0,4.6,1293.0,chickpea,Wheat+Gram,Neem Cake,Garlic-Chili Extract,Casuarina
45,65,77,32.9,40.4,4.8,990.6,maize,Maize+Beans,Panchagavya,Neem + Soap,Gliricidia
120,94,42,23.2,72.4,5.3,1070.3,blackgram,Blackgram+Maize,Jeevamrutha,Beauveria Bassiana,Subabul
108,66,72,23.0,70.6,6.0,949.1,mungbean,Mungbean+Sorghum,Bio-slurry,Garlic-Chili Extract,Acacia
115,7,73,38.0,43.2,6.8,1428.2,mothbeans,Mothbean+Castor,Green Manure,Bt Spray,Subabul
50,36,192,36.5,37.3,6.6,1979.5,orange,Orange+Spices,Neem Cake,Trichoderma,Gliricidia
131,65,14,15.5,84.7,8.2,267.1,chickpea,Wheat+Gram,Farmyard Manure,Pseudomonas,Casuarina
52,20,152,26.6,36.4,7.8,1336.3,maize,Maize+Beans,Bio-slurry,Panchagavya Extract,Neem
132,50,58,36.1,38.5,7.4,238.7,muskmelon,Muskmelon+Beans,Vermicompost,Pseudomonas,Acacia
32,93,61,39.6,69.1,6.6,1646.3,rice,Rice+Sesbania,Jeevamrutha,Garlic-Chili Extract,Casuarina
118,79,83,22.2,64.5,8.3,938.6,mungbean,Mungbean+Sorghum,Bio-slurry,Pseudomonas,Drumstick
96,117,90,34.1,81.1,8.0,1657.0,apple,Apple+Medicinal Plants,Neem Cake,Neem + Soap,Subabul
130,97,120,26.2,31.7,4.5,577.7,watermelon,Watermelon+Maize,Neem Cake,Trichoderma,Leucaena
42,100,143,17.0,55.1,5.3,1743.4,apple,Apple+Medicinal Plants,Forest Leaf Compost,Neem + Soap,Casuarina
77,14,55,34.4,33.1,8.2,1907.0,kidneybeans,Beans+Maize,Neem Cake,Garlic-Chili Extract,Sesbania
43,34,38,38.9,80.3,4.7,539.1,cotton,Cotton+Turmeric,Farmyard Manure,Neem Oil,Casuarina
70,97,36,15.1,60.8,5.8,901.3,coconut,Coconut+Pineapple,Green Manure,Pseudomonas,Drumstick
50,81,46,25.2,47.5,7.0,1010.1,coconut,Coconut+Pineapple,Farmyard Manure,Panchagavya Extract,Acacia
138,117,82,32.9,35.2,6.0,859.8,coconut,Coconut+Pineapple,Vermicompost,Panchagavya Extract,Leucaena
49,93,121,31.7,70.7,5.2,1139.1,grapes,Grapes+Legumes,Farmyard Manure,Garlic-Chili Extract,Sesbania
89,6,172,30.6,80.5,4.8,1938.2,mungbean,Mungbean+Sorghum,Farmyard Manure,Trichoderma,Neem
14,20,119,36.5,46.8,5.3,729.5,mango,Mango+Turmeric,Vermicompost,Trichoderma,Sesbania
111,77,22,29.5,36.8,8.3,1085.6,coconut,Coconut+Pineapple,Vermicompost,Neem + Soap,Sesbania
82,12,8,19.7,75.2,4.8,1201.8,grapes,Grapes+Legumes,Forest Leaf Compost,Neem + Soap,Sesbania
50,53,147,26.9,80.6,7.2,1222.5,banana,Banana+Coffee,Jeevamrutha,Garlic-Chili Extract,Leucaena
92,87,5,21.5,43.4,8.4,454.5,mothbeans,Mothbean+Castor,Neem Cake,Bt Spray,Acacia
38,47,150,28.2,50.5,7.5,1258.9,maize,Maize+Beans,Green Manure,Neem Oil,Gliricidia
95,23,35,26.6,64.6,5.0,608.0,mothbeans,Mothbean+Castor,Neem Cake,Trichoderma,Acacia
135,99,64,16.8,39.3,7.9,1877.7,chickpea,Wheat+Gram,Farmyard Manure,Garlic-Chili Extract,Drumstick
93,111,194,29.7,89.8,6.7,1661.0,pomegranate,Pomegranate+Marigold,Green Manure,Pseudomonas,Sesbania
45,118,117,15.7,76.7,5.5,1544.7,watermelon,Watermelon+Maize,Neem Cake,Pseudomonas,Casuarina
18,86,191,18.4,79.8,5.2,935.1,mango,Mango+Turmeric,Vermicompost,Neem + Soap,Gliricidia
121,79,158,15.6,51.8,5.6,231.2,papaya,Papaya+Drumstick,Neem Cake,Neem + Soap,Sesbania
39,38,175,27.7,53.8,8.0,220.3,mango,Mango+Turmeric,Jeevamrutha,Panchagavya Extract,Acacia
133,117,172,39.5,46.1,6.9,346.6,apple,Apple+Medicinal Plants,Neem Cake,Trichoderma,Gliricidia
71,118,128,32.1,32.5,8.2,1935.1,cotton,Cotton+Turmeric,Farmyard Manure,Panchagavya Extract,Sesbania
85,50,70,18.7,39.1,6.8,1942.5,mango,Mango+Turmeric,Neem Cake,Neem Oil,Neem
36,56,148,30.4,30.2,7.5,417.5,coffee,Coffee+Banana,Neem Cake,Neem Oil,Leucaena
61,63,181,21.7,59.4,5.5,1579.7,muskmelon,Muskmelon+Beans,Jeevamrutha,Pseudomonas,Acacia
93,11,118,25.5,31.2,6.4,732.3,watermelon,Watermelon+Maize,Jeevamrutha,Bt Spray,Casuarina
38,57,159,15.7,43.3,4.9,961.3,mothbeans,Mothbean+Castor,Green Manure,Trichoderma,Casuarina
93,102,76,15.8,65.1,8.4,847.1,watermelon,Watermelon+Maize,Green Manure,Beauveria Bassiana,Casuarina
26,63,94,19.8,64.4,4.6,1762.0,mothbeans,Mothbean+Castor,Jeevamrutha,Trichoderma,Acacia
116,26,17,17.0,59.6,7.3,1895.5,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Trichoderma,Casuarina
128,61,40,32.2,83.0,7.7,1262.9,rice,Rice+Sesbania,Forest Leaf Compost,Pseudomonas,Sesbania
79,67,56,16.6,38.2,7.0,1711.4,maize,Maize+Beans,Vermicompost,Panchagavya Extract,Acacia
125,60,36,23.0,84.5,4.8,1439.2,maize,Maize+Beans,Neem Cake,Garlic-Chili Extract,Neem
44,35,7,26.7,56.7,6.2,1071.5,pigeonpeas,Pigeon Pea+Millet,Green Manure,Neem + Soap,Sesbania
25,7,19,34.6,73.7,8.3,1289.0,grapes,Grapes+Legumes,Green Manure,Bt Spray,Neem
74,46,42,31.5,81.4,6.7,1713.7,blackgram,Blackgram+Maize,Bio-slurry,Trichoderma,Casuarina
29,7,164,24.5,70.8,6.7,808.1,pomegranate,Pomegranate+Marigold,Green Manure,Garlic-Chili Extract,Neem
99,14,79,40.0,57.5,8.2,407.7,pigeonpeas,Pigeon Pea+Millet,Vermicompost,Neem Oil,Neem
111,64,119,37.3,32.7,7.4,233.9,pigeonpeas,Pigeon Pea+Millet,Bio-slurry,Neem Oil,Drumstick
95,8,76,32.5,38.2,6.2,1252.5,pigeonpeas,Pigeon Pea+Millet,Neem Cake,Neem Oil,Subabul
39,44,21,28.0,30.7,6.4,1998.6,papaya,Papaya+Drumstick,Neem Cake,Bt Spray,Drumstick
94,83,149,29.2,45.7,5.1,1011.7,apple,Apple+Medicinal Plants,Farmyard Manure,Neem Oil,Leucaena
84,12,144,29.4,80.4,5.7,1275.6,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Trichoderma,Gliricidia
58,37,168,20.5,43.3,6.0,1651.1,grapes,Grapes+Legumes,Panchagavya,Panchagavya Extract,Acacia
122,65,128,23.8,86.5,8.1,1906.6,watermelon,Watermelon+Maize,Jeevamrutha,Pseudomonas,Drumstick
66,81,52,38.2,66.5,6.7,503.7,kidneybeans,Beans+Maize,Farmyard Manure,Beauveria Bassiana,Subabul
132,65,73,24.3,88.1,4.7,854.1,apple,Apple+Medicinal Plants,Farmyard Manure,Beauveria Bassiana,Leucaena
115,37,163,39.9,90.0,4.6,1449.5,mungbean,Mungbean+Sorghum,Vermicompost,Bt Spray,Neem
14,34,23,31.3,35.7,4.7,517.0,pomegranate,Pomegranate+Marigold,Vermicompost,Bt Spray,Leucaena
66,108,18,37.6,65.8,5.2,1397.5,mungbean,Mungbean+Sorghum,Panchagavya,Bt Spray,Gliricidia
57,12,160,22.4,87.5,7.5,227.2,cotton,Cotton+Turmeric,Green Manure,Trichoderma,Leucaena
21,77,14,23.6,84.2,7.0,1692.1,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Garlic-Chili Extract,Neem
66,36,141,22.4,72.8,7.0,925.0,pigeonpeas,Pigeon Pea+Millet,Green Manure,Beauveria Bassiana,Neem
99,91,179,35.3,75.7,6.3,1095.6,maize,Maize+Beans,Neem Cake,Trichoderma,Casuarina
109,83,15,32.0,54.7,6.7,236.8,banana,Banana+Coffee,Vermicompost,Pseudomonas,Casuarina
15,69,159,31.4,79.0,4.5,484.6,chickpea,Wheat+Gram,Green Manure,Pseudomonas,Drumstick
79,40,161,20.1,44.8,6.6,1554.0,watermelon,Watermelon+Maize,Jeevamrutha,Beauveria Bassiana,Casuarina
92,79,60,37.2,38.8,6.5,1342.1,grapes,Grapes+Legumes,Farmyard Manure,Garlic-Chili Extract,Gliricidia
36,31,149,19.5,33.5,5.7,1394.5,orange,Orange+Spices,Farmyard Manure,Bt Spray,Drumstick
137,61,18,21.2,72.2,7.4,1411.3,banana,Banana+Coffee,Vermicompost,Pseudomonas,Drumstick
85,7,29,18.5,80.1,7.5,669.8,muskmelon,Muskmelon+Beans,Bio-slurry,Bt Spray,Drumstick
86,112,71,24.4,38.4,5.8,757.3,blackgram,Blackgram+Maize,Panchagavya,Panchagavya Extract,Drumstick
74,111,198,22.8,59.0,7.4,521.3,coffee,Coffee+Banana,Forest Leaf Compost,Neem Oil,Casuarina
120,98,31,37.5,83.1,6.2,1724.0,mothbeans,Mothbean+Castor,Panchagavya,Panchagavya Extract,Acacia
10,76,30,24.5,69.8,8.2,1990.7,watermelon,Watermelon+Maize,Green Manure,Neem Oil,Gliricidia
20,108,167,24.8,74.8,7.7,1304.9,banana,Banana+Coffee,Jeevamrutha,Neem + Soap,Leucaena
129,108,187,17.3,70.1,5.3,433.3,jute,Jute+Rice,Forest Leaf Compost,Pseudomonas,Gliricidia
88,16,108,22.5,67.1,7.6,749.2,mothbeans,Mothbean+Castor,Green Manure,Beauveria Bassiana,Subabul
100,72,186,33.1,77.7,4.6,1725.6,coffee,Coffee+Banana,Jeevamrutha,Neem + Soap,Subabul
77,81,39,39.6,87.7,5.4,1679.6,muskmelon,Muskmelon+Beans,Bio-slurry,Neem + Soap,Gliricidia
100,52,148,36.1,30.1,8.4,392.1,watermelon,Watermelon+Maize,Neem Cake,Neem + Soap,Subabul
28,32,122,35.1,45.4,7.0,1770.7,cotton,Cotton+Turmeric,Forest Leaf Compost,Neem + Soap,Casuarina
55,117,102,29.5,77.7,6.6,511.5,banana,Banana+Coffee,Forest Leaf Compost,Neem Oil,Leucaena
85,12,40,31.2,67.4,7.7,979.9,lentil,Lentil+Mustard,Panchagavya,Pseudomonas,Leucaena
68,29,166,36.1,77.9,6.2,695.0,grapes,Grapes+Legumes,Vermicompost,Trichoderma,Drumstick
43,49,48,25.5,41.9,7.3,1638.6,banana,Banana+Coffee,Panchagavya,Beauveria Bassiana,Drumstick
108,92,53,25.1,65.6,4.6,233.4,banana,Banana+Coffee,Vermicompost,Trichoderma,Acacia
38,73,5,23.9,63.9,8.4,1186.9,grapes,Grapes+Legumes,Jeevamrutha,Neem + Soap,Drumstick
138,102,80,29.3,77.9,8.1,673.7,muskmelon,Muskmelon+Beans,Panchagavya,Garlic-Chili Extract,Drumstick
117,40,44,38.0,54.5,6.2,899.9,blackgram,Blackgram+Maize,Neem Cake,Beauveria Bassiana,Subabul
102,76,157,18.7,36.1,4.8,1430.9,kidneybeans,Beans+Maize,Bio-slurry,Panchagavya Extract,Gliricidia
96,67,47,18.7,77.3,5.4,305.8,watermelon,Watermelon+Maize,Farmyard Manure,Panchagavya Extract,Gliricidia
56,45,155,15.7,30.3,7.6,469.0,pigeonpeas,Pigeon Pea+Millet,Panchagavya,Garlic-Chili Extract,Gliricidia
30,97,132,21.2,55.6,8.0,907.5,mungbean,Mungbean+Sorghum,Bio-slurry,Beauveria Bassiana,Neem
61,25,145,32.3,61.3,6.4,1758.5,pomegranate,Pomegranate+Marigold,Bio-slurry,Neem + Soap,Gliricidia
81,119,185,22.3,50.9,5.6,1299.5,pigeonpeas,Pigeon Pea+Millet,Neem Cake,Bt Spray,Gliricidia
131,50,132,32.7,34.7,5.3,1577.8,mango,Mango+Turmeric,Panchagavya,Neem + Soap,Leucaena
56,77,162,16.6,78.1,4.7,1688.5,lentil,Lentil+Mustard,Farmyard Manure,Trichoderma,Drumstick
100,69,8,34.8,49.5,6.3,518.3,apple,Apple+Medicinal Plants,Neem Cake,Beauveria Bassiana,Neem
23,109,37,34.4,75.1,7.1,262.2,blackgram,Blackgram+Maize,Jeevamrutha,Beauveria Bassiana,Casuarina
66,75,8,24.9,31.0,6.9,1042.6,grapes,Grapes+Legumes,Green Manure,Trichoderma,Sesbania
119,97,125,31.2,82.1,6.6,1417.1,maize,Maize+Beans,Jeevamrutha,Garlic-Chili Extract,Neem
129,102,149,18.8,72.3,7.8,371.4,rice,Rice+Sesbania,Green Manure,Garlic-Chili Extract,Subabul
110,17,113,32.7,38.7,8.2,904.2,chickpea,Wheat+Gram,Neem Cake,Panchagavya Extract,Sesbania
97,96,84,18.1,47.4,6.2,262.5,maize,Maize+Beans,Forest Leaf Compost,Panchagavya Extract,Sesbania
137,53,28,28.4,57.6,6.9,864.5,maize,Maize+Beans,Forest Leaf Compost,Neem + Soap,Subabul
102,10,30,30.6,56.5,4.7,1153.0,blackgram,Blackgram+Maize,Bio-slurry,Beauveria Bassiana,Drumstick
58,90,88,24.1,60.8,7.5,358.5,coffee,Coffee+Banana,Jeevamrutha,Trichoderma,Subabul
36,9,68,38.9,45.4,7.2,870.2,lentil,Lentil+Mustard,Bio-slurry,Bt Spray,Subabul
30,21,102,15.9,82.9,5.3,230.7,watermelon,Watermelon+Maize,Bio-slurry,Panchagavya Extract,Gliricidia
19,12,134,34.6,49.3,7.1,1965.2,pomegranate,Pomegranate+Marigold,Bio-slurry,Neem + Soap,Sesbania
118,54,155,26.8,38.8,4.6,1499.6,coconut,Coconut+Pineapple,Vermicompost,Panchagavya Extract,Acacia
139,66,7,33.4,35.8,6.7,333.1,chickpea,Wheat+Gram,Vermicompost,Trichoderma,Subabul
91,65,157,30.9,82.5,6.7,1643.6,orange,Orange+Spices,Bio-slurry,Trichoderma,Casuarina
63,54,83,19.4,50.5,5.7,1025.7,mothbeans,Mothbean+Castor,Bio-slurry,Garlic-Chili Extract,Gliricidia
100,114,195,19.3,66.6,4.9,214.8,muskmelon,Muskmelon+Beans,Farmyard Manure,Neem Oil,Neem
35,93,68,31.0,78.3,8.5,1245.8,chickpea,Wheat+Gram,Neem Cake,Panchagavya Extract,Neem
52,27,56,21.1,53.2,7.2,1469.2,rice,Rice+Sesbania,Vermicompost,Bt Spray,Subabul
135,47,57,20.4,43.2,6.1,1420.9,pigeonpeas,Pigeon Pea+Millet,Forest Leaf Compost,Garlic-Chili Extract,Subabul
10,85,194,18.2,74.7,5.0,590.4,mango,Mango+Turmeric,Jeevamrutha,Pseudomonas,Acacia
11,79,72,29.2,46.0,6.4,1998.5,banana,Banana+Coffee,Neem Cake,Neem Oil,Subabul
92,43,82,21.4,47.7,6.4,652.8,mungbean,Mungbean+Sorghum,Jeevamrutha,Garlic-Chili Extract,Leucaena
132,43,179,21.5,52.7,5.4,745.0,muskmelon,Muskmelon+Beans,Neem Cake,Beauveria Bassiana,Subabul
137,73,128,22.7,68.4,7.7,796.6,apple,Apple+Medicinal Plants,Farmyard Manure,Garlic-Chili Extract,Acacia
133,56,57,16.7,64.5,5.7,1785.3,chickpea,Wheat+Gram,Vermicompost,Bt Spray,Acacia
56,98,174,35.6,32.5,6.9,1481.8,mothbeans,Mothbean+Castor,Green Manure,Beauveria Bassiana,Sesbania
137,21,27,31.0,43.2,8.4,1635.0,orange,Orange+Spices,Neem Cake,Bt Spray,Subabul
40,20,47,39.0,88.8,5.1,1271.5,blackgram,Blackgram+Maize,Green Manure,Trichoderma,Acacia
19,79,31,31.2,72.0,6.3,618.5,coffee,Coffee+Banana,Panchagavya,Panchagavya Extract,Neem
108,66,180,36.7,75.2,5.6,1890.6,mungbean,Mungbean+Sorghum,Farmyard Manure,Garlic-Chili Extract,Sesbania
69,36,173,37.1,82.7,7.1,636.2,watermelon,Watermelon+Maize,Neem Cake,Bt Spray,Acacia
48,102,147,30.4,39.5,7.8,766.4,cotton,Cotton+Turmeric,Forest Leaf Compost,Neem Oil,Neem
74,113,150,34.5,46.5,8.2,1533.5,muskmelon,Muskmelon+Beans,Green Manure,Garlic-Chili Extract,Acacia
108,46,193,19.9,42.7,7.3,1723.1,banana,Banana+Coffee,Green Manure,Neem + Soap,Subabul
100,28,54,22.5,58.8,7.6,828.5,blackgram,Blackgram+Maize,Neem Cake,Beauveria Bassiana,Gliricidia
108,33,13,28.6,52.1,7.0,349.9,watermelon,Watermelon+Maize,Farmyard Manure,Garlic-Chili Extract,Sesbania
105,97,91,35.2,30.7,8.0,756.6,kidneybeans,Beans+Maize,Forest Leaf Compost,Bt Spray,Neem
77,117,84,30.6,73.6,5.8,1793.8,blackgram,Blackgram+Maize,Vermicompost,Trichoderma,Acacia
27,27,176,20.7,55.0,5.7,999.4,mango,Mango+Turmeric,Bio-slurry,Bt Spray,Leucaena
138,7,104,20.9,63.1,5.9,533.5,blackgram,Blackgram+Maize,Jeevamrutha,Neem Oil,Leucaena
93,35,182,16.3,41.8,7.5,1156.5,lentil,Lentil+Mustard,Neem Cake,Pseudomonas,Neem
44,109,94,35.1,62.9,6.1,1255.4,jute,Jute+Rice,Farmyard Manure,Garlic-Chili Extract,Drumstick
66,78,43,20.2,39.0,5.6,491.4,chickpea,Wheat+Gram,Neem Cake,Garlic-Chili Extract,Leucaena
42,49,155,38.0,82.3,6.5,640.8,watermelon,Watermelon+Maize,Green Manure,Trichoderma,Drumstick
48,9,83,38.1,70.4,5.8,709.3,papaya,Papaya+Drumstick,Neem Cake,Beauveria Bassiana,Subabul
126,104,10,24.1,68.9,5.8,1376.7,pomegranate,Pomegranate+Marigold,Panchagavya,Bt Spray,Subabul
48,76,142,32.6,42.8,6.4,1357.1,maize,Maize+Beans,Green Manure,Neem Oil,Subabul
29,94,19,37.1,53.0,6.2,1533.9,orange,Orange+Spices,Panchagavya,Garlic-Chili Extract,Drumstick
113,77,156,36.2,70.6,8.3,489.1,apple,Apple+Medicinal Plants,Panchagavya,Trichoderma,Leucaena
86,58,83,32.4,71.4,6.8,247.8,rice,Rice+Sesbania,Panchagavya,Garlic-Chili Extract,Drumstick
121,70,38,39.4,48.1,5.3,553.4,coconut,Coconut+Pineapple,Green Manure,Panchagavya Extract,Sesbania
29,13,161,33.0,39.1,6.7,882.6,coconut,Coconut+Pineapple,Panchagavya,Garlic-Chili Extract,Neem
91,63,11,16.8,79.7,5.0,374.4,rice,Rice+Sesbania,Farmyard Manure,Beauveria Bassiana,Subabul
103,56,86,20.0,52.6,5.0,483.6,pigeonpeas,Pigeon Pea+Millet,Panchagavya,Trichoderma,Drumstick
116,32,149,16.8,85.8,6.0,1308.1,coffee,Coffee+Banana,Forest Leaf Compost,Neem Oil,Casuarina
41,92,6,30.8,56.2,5.7,1567.4,muskmelon,Muskmelon+Beans,Vermicompost,Neem + Soap,Subabul
119,103,100,19.2,31.3,5.2,418.0,watermelon,Watermelon+Maize,Farmyard Manure,Neem + Soap,Drumstick
100,88,151,16.2,86.3,6.5,339.6,watermelon,Watermelon+Maize,Forest Leaf Compost,Pseudomonas,Neem
113,111,130,33.3,47.8,6.1,989.1,chickpea,Wheat+Gram,Farmyard Manure,Panchagavya Extract,Casuarina
107,20,80,18.7,78.6,6.3,532.2,kidneybeans,Beans+Maize,Farmyard Manure,Neem + Soap,Acacia
120,14,47,18.0,72.0,7.7,1110.4,coffee,Coffee+Banana,Bio-slurry,Beauveria Bassiana,Drumstick
117,100,18,34.7,74.5,5.6,1863.2,blackgram,Blackgram+Maize,Farmyard Manure,Pseudomonas,Acacia
22,98,174,33.6,87.4,7.7,1335.8,cotton,Cotton+Turmeric,Forest Leaf Compost,Pseudomonas,Neem
85,112,138,16.6,43.1,5.8,788.6,apple,Apple+Medicinal Plants,Panchagavya,Bt Spray,Acacia
92,29,6,31.8,55.4,4.9,924.6,coconut,Coconut+Pineapple,Panchagavya,Pseudomonas,Casuarina
35,35,196,39.2,82.2,6.6,1019.1,cotton,Cotton+Turmeric,Farmyard Manure,Garlic-Chili Extract,Gliricidia
70,65,46,24.3,45.0,6.3,767.3,mango,Mango+Turmeric,Forest Leaf Compost,Panchagavya Extract,Casuarina
120,37,54,37.7,46.8,6.0,1753.5,lentil,Lentil+Mustard,Green Manure,Neem Oil,Acacia
136,76,99,16.8,86.5,8.1,1946.7,mango,Mango+Turmeric,Farmyard Manure,Bt Spray,Neem
103,27,81,32.7,55.4,7.0,1508.3,cotton,Cotton+Turmeric,Green Manure,Neem + Soap,Leucaena
116,35,164,33.4,58.9,6.6,1402.0,banana,Banana+Coffee,Panchagavya,Bt Spray,Casuarina
75,44,138,34.8,78.5,4.6,684.6,watermelon,Watermelon+Maize,Panchagavya,Pseudomonas,Subabul
29,8,181,38.0,70.8,6.3,1955.3,apple,Apple+Medicinal Plants,Panchagavya,Trichoderma,Neem
135,100,61,23.0,66.3,5.7,1336.6,watermelon,Watermelon+Maize,Forest Leaf Compost,Neem + Soap,Gliricidia
91,20,20,29.1,60.3,6.0,1919.0,mungbean,Mungbean+Sorghum,Farmyard Manure,Neem Oil,Leucaena
21,15,45,20.0,42.5,5.5,1852.6,jute,Jute+Rice,Forest Leaf Compost,Neem Oil,Subabul
30,15,167,34.9,57.5,5.3,623.3,watermelon,Watermelon+Maize,Bio-slurry,Garlic-Chili Extract,Gliricidia
58,100,192,25.5,34.9,7.5,1098.2,mothbeans,Mothbean+Castor,Panchagavya,Panchagavya Extract,Acacia
138,70,19,37.7,87.7,6.2,381.7,lentil,Lentil+Mustard,Forest Leaf Compost,Beauveria Bassiana,Neem
118,24,13,19.1,31.6,8.0,1320.1,muskmelon,Muskmelon+Beans,Jeevamrutha,Neem + Soap,Neem
123,48,77,37.9,38.3,7.0,986.6,muskmelon,Muskmelon+Beans,Neem Cake,Neem + Soap,Sesbania
33,32,46,15.4,78.5,5.3,1443.6,chickpea,Wheat+Gram,Jeevamrutha,Neem + Soap,Subabul
61,71,110,23.9,67.5,5.3,723.1,kidneybeans,Beans+Maize,Bio-slurry,Pseudomonas,Drumstick
22,28,173,26.9,36.1,6.8,1607.5,pigeonpeas,Pigeon Pea+Millet,Vermicompost,Trichoderma,Gliricidia
61,68,59,27.7,55.0,6.4,1126.6,mothbeans,Mothbean+Castor,Bio-slurry,Garlic-Chili Extract,Neem
55,56,30,31.2,80.0,7.7,1926.8,rice,Rice+Sesbania,Neem Cake,Bt Spray,Neem
52,86,111,16.3,42.0,5.6,493.0,rice,Rice+Sesbania,Forest Leaf Compost,Neem + Soap,Leucaena
103,11,64,22.2,40.1,4.9,571.2,jute,Jute+Rice,Forest Leaf Compost,Trichoderma,Acacia
86,96,42,32.5,78.7,7.4,1626.8,orange,Orange+Spices,Panchagavya,Pseudomonas,Drumstick
12,73,50,35.8,50.2,5.1,750.4,grapes,Grapes+Legumes,Green Manure,Panchagavya Extract,Sesbania
37,37,189,20.9,39.7,6.6,510.7,pomegranate,Pomegranate+Marigold,Forest Leaf Compost,Pseudomonas,Casuarina
68,13,110,39.5,86.0,4.8,204.9,mothbeans,Mothbean+Castor,Neem Cake,Bt Spray,Sesbania
115,13,103,34.0,77.3,7.8,210.6,watermelon,Watermelon+Maize,Panchagavya,Bt Spray,Casuarina
48,37,34,21.7,38.5,4.9,1469.8,chickpea,Wheat+Gram,Green Manure,Panchagavya Extract,Casuarina
66,109,14,18.5,60.7,7.7,1462.4,cotton,Cotton+Turmeric,Jeevamrutha,Panchagavya Extract,Gliricidia
50,93,141,26.7,66.5,7.7,1928.2,pomegranate,Pomegranate+Marigold,Jeevamrutha,Beauveria Bassiana,Subabul
36,106,23,37.3,30.9,8.2,1304.3,banana,Banana+Coffee,Forest Leaf Compost,Bt Spray,Neem
29,37,143,28.1,76.1,4.9,860.6,rice,Rice+Sesbania,Green Manure,Panchagavya Extract,Sesbania
74,35,169,31.8,46.0,6.2,742.6,chickpea,Wheat+Gram,Forest Leaf Compost,Neem + Soap,Subabul
65,111,75,30.1,76.5,5.3,1680.8,watermelon,Watermelon+Maize,Panchagavya,Bt Spray,Acacia
87,48,187,25.3,47.7,7.3,853.2,mothbeans,Mothbean+Castor,Forest Leaf Compost,Garlic-Chili Extract,Acacia
101,20,37,39.4,44.4,6.7,1780.2,pigeonpeas,Pigeon Pea+Millet,Farmyard Manure,Beauveria Bassiana,Neem
82,48,123,37.9,76.3,5.6,960.4,papaya,Papaya+Drumstick,Vermicompost,Neem Oil,Subabul
120,23,41,38.4,34.6,6.6,420.0,papaya,Papaya+Drumstick,Green Manure,Neem Oil,Sesbania
66,68,7,20.6,40.4,7.3,1262.4,papaya,Papaya+Drumstick,Jeevamrutha,Pseudomonas,Gliricidia
31,74,161,39.2,42.6,7.5,372.6,rice,Rice+Sesbania,Bio-slurry,Beauveria Bassiana,Drumstick
117,72,143,27.4,53.2,8.4,1602.9,kidneybeans,Beans+Maize,Green Manure,Panchagavya Extract,Casuarina
41,18,51,33.5,87.8,7.5,853.5,jute,Jute+Rice,Green Manure,Garlic-Chili Extract,Sesbania
56,29,150,34.6,76.9,5.5,821.3,jute,Jute+Rice,Neem Cake,Trichoderma,Gliricidia
45,37,192,28.4,84.0,6.5,631.6,pigeonpeas,Pigeon Pea+Millet,Jeevamrutha,Panchagavya Extract,Drumstick
